mes_global,anio,mes,ingresos_comisiones,ingresos_intereses,ingresos_totales,gastos,perdidas,ganancia,clientes_activos,clientes_morosos
1,1,1,962.507985084751,497.80220667011884,1460.3101917548697,833.3333333333334,14794.151993017911,-14167.175134596375,100,0
2,1,2,859.9490616403807,418.8789351174154,1278.827996757796,833.3333333333334,10762.425506966105,-10316.930843541642,93,7
3,1,3,826.9604049416353,545.1175332858458,1372.077938227481,833.3333333333334,11637.729912855355,-11098.985307961208,90,10
4,1,4,853.7438548545491,410.0080035282729,1263.751858382822,833.3333333333334,17285.94997589354,-16855.531450844053,85,15
5,1,5,799.0287926931474,440.92076123973163,1239.949553932879,833.3333333333334,12000.0,-11593.383779400454,79,21
6,1,6,754.007814533434,537.6529961137591,1291.660810647193,833.3333333333334,13629.454826110003,-13171.127348796143,73,27
7,1,7,735.5349840648006,291.99103534348217,1027.5260194082828,833.3333333333334,11994.997087246693,-11800.804401171743,69,31
8,1,8,657.8844898808876,198.32701940827332,856.2115092891609,833.3333333333334,0.0,22.878175955827487,66,34
9,1,9,658.8492557619778,275.2166131756169,934.0658689375947,833.3333333333334,10000.0,-9899.267464395738,66,34
10,1,10,602.9997433461365,244.2766067056995,847.276350051836,833.3333333333334,4000.0,-3986.056983281497,61,39
11,1,11,591.7976078846287,156.3800825373651,748.1776904219938,833.3333333333334,11612.480504297688,-11697.636147209027,59,41
12,1,12,611.1470076408644,176.69777609473755,787.844783735602,833.3333333333334,15400.0,-15445.48854959773,56,44
13,2,1,432.9048014365874,115.11070211095061,548.015503547538,833.3333333333334,5400.0,-5685.317829785796,49,51
14,2,2,418.34835859554033,156.35841685821333,574.7067754537536,833.3333333333334,7200.0,-7458.62655787958,46,54
15,2,3,374.31325320563343,172.82112005974815,547.1343732653816,833.3333333333334,10800.0,-11086.198960067952,42,58
16,2,4,356.15550318250064,70.14133345568538,426.29683663818605,833.3333333333334,0.0,-407.0364966951473,36,64
17,2,5,356.1174770262648,94.79608302914629,450.9135600554111,833.3333333333334,8000.0,-8382.419773277923,36,64
18,2,6,321.29467100246745,24.307733247154825,345.6024042496223,833.3333333333334,2000.0,-2487.730929083711,32,68
19,2,7,353.82478054982704,101.5887155348326,455.41349608465964,833.3333333333334,2200.0,-2577.9198372486735,31,69
20,2,8,297.79804759222395,112.87805294539857,410.6761005376225,833.3333333333334,0.0,-422.65723279571085,30,70
21,2,9,301.6264528159525,160.79484822263655,462.42130103858904,833.3333333333334,8000.0,-8370.912032294744,30,70
22,2,10,256.40850341677606,182.09294377367664,438.5014471904527,833.3333333333334,6000.0,-6394.831886142881,26,74
23,2,11,225.3131893706187,197.22037315452863,422.5335625251473,833.3333333333334,6000.0,-6410.799770808186,23,77
24,2,12,209.57808855936526,95.55172124504074,305.129809804406,833.3333333333334,4400.0,-4928.203523528928,20,80
25,3,1,157.27996884859255,0.0,157.27996884859255,833.3333333333334,4773.614340765178,-5449.667705249919,18,82
26,3,2,153.0,0.0,153.0,833.3333333333334,3600.0,-4280.333333333333,17,83
27,3,3,135.0,0.0,135.0,833.3333333333334,0.0,-698.3333333333334,15,85
28,3,4,150.0,0.0,150.0,833.3333333333334,0.0,-683.3333333333334,15,85
29,3,5,150.0,0.0,150.0,833.3333333333334,2000.0,-2683.3333333333335,15,85
30,3,6,140.0,0.0,140.0,833.3333333333334,2000.0,-2693.3333333333335,14,86
31,3,7,143.0,0.0,143.0,833.3333333333334,0.0,-690.3333333333334,13,87
32,3,8,130.0,0.0,130.0,833.3333333333334,2000.0,-2703.3333333333335,13,87
33,3,9,120.0,0.0,120.0,833.3333333333334,0.0,-713.3333333333334,12,88
34,3,10,120.0,0.0,120.0,833.3333333333334,4000.0,-4713.333333333333,12,88
35,3,11,100.0,0.0,100.0,833.3333333333334,2000.0,-2733.3333333333335,10,90
36,3,12,99.0,0.0,99.0,833.3333333333334,0.0,-734.3333333333334,9,91
